date,AFKS,AFLT,AKRN,ALRS,AMEZ,APTK,BANE,BANEP,BLNG,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,GMKN,HYDR,IRAO,IRKT,ISKJ,KMAZ,KUBE,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MSRS,MSTT,MTLR,MTLRP,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PLZL,PMSBP,RASP,RBCM,ROSN,ROST,RTKM,RTKMP,RUGR,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKN
2013-09-19,32.447,54.33,1012.8,35.099,3.768,24.18,1910.0,1227.0,3.845,42.55,304.7,1310.0,4.373,0.7,0.10485,5.85,148.13,485.0,4842.0,0.5676,0.0117,5.549,16.735,62.6,86.92,2036.7,5689.9,1672.6,3.821,11.85,587.0,8.383,8230.0,0.2697,17.93,0.101,0.0775,0.103,0.03444,0.03428,0.03844,1.0897,1.1929,146.72,113.5,57.2,313.5,277.91,25.0,20.151,56.42,3.4538,386.03,0.3016,957.9,63.02,903.5,57.84,33.18,7.397,265.98,99.9,105.0,71.95,10.05,102.33,78.0,6.188,142.24,27.845,23.293,0.1178,699.5,223.3,111.01,0.00692,0.00134,0.00164
2013-09-20,32.696,54.97,1021.7,34.51,3.777,24.0,1891.4,1225.0,3.785,43.5,299.6,1311.0,4.299,0.6877,0.10572,5.847,147.71,490.2,4834.0,0.5628,0.01189,5.748,17.172,63.47,87.86,2025.0,5710.0,1691.1,3.71,11.875,568.8,8.324,8080.0,0.2735,17.84,0.097,0.088,0.102,0.03398,0.034,0.03777,1.0918,1.191,146.07,110.9,57.03,311.8,280.66,25.003,20.5,56.38,3.4169,379.5,0.297,965.0,63.17,900.1,57.0,32.53,7.38,262.8,100.0,101.6,71.47,10.09,102.36,77.79,6.2,139.61,27.515,23.26,0.1155,697.9,225.62,111.4,0.00677,0.00135,0.00165
2013-09-23,32.496,54.96,1011.9,35.115,3.597,23.8,1900.0,1235.9,3.8,43.37,293.3,1320.0,,0.6599,0.10367,5.8,145.99,499.8,4774.0,0.5596,0.0116,5.639,17.724,62.0,85.7,2042.1,5749.8,1708.9,3.552,11.85,560.1,8.235,8030.0,0.2689,17.6,0.09449,0.08401,0.09949,0.03234,0.03351,0.03578,1.0739,1.1781,145.9,106.7,56.07,307.13,280.67,24.75,20.2,55.57,3.4,373.1,0.2882,944.8,62.52,916.9,,32.42,7.307,262.45,98.5,101.6,70.49,10.1,101.82,76.8,6.194,138.98,27.541,23.26,0.1163,689.0,220.83,110.4,0.0067,0.00132,0.00166
2013-09-24,32.899,54.78,1022.0,34.9,3.657,23.89,1890.0,1247.7,3.779,44.2,290.0,1300.0,4.186,0.6455,0.10335,5.7,144.6,523.0,4820.0,0.562,0.01165,5.65,17.0,62.89,86.71,2043.0,5700.1,1720.0,3.587,11.85,563.0,8.264,8049.0,0.2701,17.69,0.092,,0.09799,0.03297,0.03451,0.03581,1.0708,1.199,147.35,105.5,55.33,311.0,279.95,24.75,20.26,55.74,3.5291,377.83,0.2883,957.5,62.2,906.3,,33.0,7.238,259.67,98.0,102.2,70.35,10.01,100.5,76.71,6.2,140.36,27.6,23.2,0.1152,700.0,219.0,110.1,0.0066,0.00132,0.00163
2013-09-25,33.75,55.4,1034.4,35.488,3.64,23.7,1882.0,1265.0,3.795,43.15,293.1,1270.0,4.195,0.65,0.1041,5.793,145.8,500.3,4832.0,0.566,0.0117,5.6,17.99,63.18,86.69,2079.0,5710.3,1690.0,3.5,11.799,558.1,8.336,8091.0,0.272,17.76,0.0885,0.08301,0.08902,0.03136,0.0336,0.03587,1.0731,1.2,146.49,107.1,55.23,316.32,279.5,24.807,20.296,55.88,3.4997,379.81,0.286,955.2,63.3,912.7,57.0,33.44,7.176,262.05,100.0,102.58,71.16,10.1,101.95,77.9,6.2,140.52,28.42,23.35,0.115,686.8,217.34,110.5,0.00653,0.00131,0.00162
2013-09-26,33.89,54.27,1022.9,35.5,3.636,23.05,1886.6,1270.0,3.793,43.91,295.0,1245.0,4.241,,0.10416,5.8,145.9,501.1,4849.0,0.5664,0.01159,5.585,17.6,62.55,88.07,2082.0,5700.0,1690.0,3.459,11.974,569.5,8.281,8258.0,0.2706,17.78,0.086,0.079,0.088,0.03225,0.0343,0.03653,1.077,1.1979,147.49,107.0,54.99,319.5,279.97,,20.289,55.68,3.5,386.0,0.2896,976.3,64.27,909.8,,33.14,7.195,263.68,100.2,103.8,71.5,10.08,101.67,77.9,6.193,141.25,28.557,23.337,0.1147,699.9,215.68,111.47,0.00653,0.0013,0.0016
2013-09-27,33.95,54.64,1019.5,36.8,3.63,21.57,1875.0,1268.0,3.727,44.0,286.2,1232.0,4.188,0.64,0.10259,5.8,145.07,513.9,4744.0,0.55,0.01147,5.5,17.7,62.99,87.39,2083.0,5680.0,1684.0,3.3,12.025,568.9,8.017,8180.0,0.2694,17.47,0.0865,,0.08555,0.0323,0.03351,0.03586,1.064,1.1809,144.91,105.0,54.3,321.05,275.55,25.3,20.297,54.04,3.4898,382.92,0.2808,976.7,64.41,901.9,57.66,32.18,7.123,265.3,100.1,103.5,71.31,9.93,98.59,75.7,6.098,142.01,28.56,23.216,0.1154,695.1,216.4,111.25,0.00649,0.0013,0.00161
2013-09-30,34.18,54.44,1005.5,36.0,3.497,20.89,1899.4,1258.7,3.613,43.75,282.9,1239.0,4.219,0.6,0.09883,5.784,144.15,500.0,4688.0,0.5397,0.01109,5.502,17.899,62.62,87.3,2054.9,5695.0,1703.5,3.244,11.85,564.0,7.928,8213.0,0.26,17.32,0.08404,0.079,0.08388,0.03147,0.0335,0.034,1.0378,1.1771,143.52,102.8,53.6,323.0,267.0,25.026,20.22,52.14,3.4784,386.01,0.2677,969.3,63.73,893.0,56.0,31.15,6.98,263.71,99.8,101.61,70.98,9.98,97.86,74.7,6.182,141.58,28.429,23.397,0.1131,680.3,212.92,110.64,0.00628,0.0013,0.0016
2013-10-01,34.157,55.35,1006.0,36.255,3.497,21.25,1910.0,1279.9,3.589,44.0,283.4,1214.0,4.208,0.65,0.09953,5.78,145.71,497.0,4765.0,0.5373,0.01103,5.504,17.69,62.15,88.41,2046.1,5640.0,1700.0,3.2,11.899,568.0,7.935,8269.9,0.259,17.07,0.08445,0.07739,0.08317,0.03177,0.03387,0.0337,1.0349,1.1954,144.64,102.9,54.1,327.96,270.0,25.05,20.366,52.84,3.4802,382.56,0.2698,988.9,64.15,897.3,55.7,31.15,6.933,263.5,98.2,103.84,71.1,9.84,99.16,76.3,5.699,143.99,28.29,23.517,0.1134,686.9,213.45,110.79,0.0064,0.00129,0.0016
2013-10-02,34.202,54.56,998.5,38.502,,21.0,1880.0,1260.0,3.562,43.9,280.2,1209.0,4.177,,0.09938,5.779,143.35,499.8,4750.0,0.5338,0.01086,5.451,17.86,61.69,88.07,2029.3,5647.0,1695.0,3.171,11.87,558.1,7.946,8197.3,0.258,16.96,0.08501,,0.08633,0.03239,0.03354,0.0345,1.0257,1.1807,143.35,100.9,52.85,324.0,272.38,25.0,20.307,52.65,3.4699,373.2,0.2716,966.0,63.5,906.0,56.0,31.4,6.947,260.25,99.0,106.7,70.66,9.9,97.74,75.33,5.498,143.15,27.865,23.315,0.1151,688.9,208.21,110.27,0.00637,0.00127,0.0016
2013-10-03,34.77,55.25,982.2,39.0,3.497,20.9,1877.5,1280.0,3.619,43.9,276.3,1222.0,4.093,0.6475,0.09934,5.732,142.26,477.0,4752.0,0.5405,0.01075,5.574,19.9,61.96,87.39,2037.9,5670.1,1708.7,3.22,11.975,551.3,7.94,8152.0,0.2551,16.99,0.085,0.07818,0.08564,0.03204,0.03348,0.03549,1.025,1.1791,143.86,100.9,52.56,324.24,275.95,25.1,20.35,51.67,3.47,376.0,0.27,964.0,63.0,899.6,56.0,31.57,6.921,260.05,98.0,105.81,70.58,9.97,98.24,75.65,5.299,142.84,28.079,23.45,0.115,696.5,209.05,112.51,0.00634,0.00127,0.00161
2013-10-04,35.466,55.2,982.9,38.7,3.494,20.96,1900.0,1314.5,3.539,44.2,281.1,1200.0,4.056,0.6101,0.097,5.689,144.85,490.2,4774.0,0.5328,0.0105,5.501,21.12,60.8,96.98,2055.0,5675.0,1705.0,3.029,11.95,553.3,7.958,8400.1,0.245,16.89,0.08479,0.077,0.08499,0.03086,0.03284,0.03358,1.024,1.1903,143.0,103.3,52.13,327.92,275.0,25.1,20.383,52.19,3.47,379.75,0.2683,977.6,64.0,896.6,55.99,31.89,6.85,262.19,100.0,106.55,71.0,9.93,100.39,76.44,5.303,144.0,28.099,23.57,0.115,700.0,211.25,113.0,0.00637,0.00129,0.0016
2013-10-07,35.734,55.2,978.8,37.652,3.491,21.4,1887.6,1303.8,3.547,44.18,280.2,1205.0,3.95,0.6799,0.09625,5.66,147.0,499.0,4760.0,0.5357,0.01039,5.506,20.267,60.15,89.11,2062.5,5680.0,1710.0,3.04,11.975,548.1,7.949,8639.9,0.236,16.91,0.083,,0.08304,0.03068,0.03318,0.03389,1.0376,1.1782,141.5,102.7,51.87,330.06,270.45,25.0,20.39,52.65,3.4687,387.5,0.2657,967.1,63.61,905.7,56.0,31.6,6.829,262.09,100.3,106.16,71.1,9.94,100.3,75.95,5.29,143.99,28.058,23.5,0.1133,700.9,210.24,113.26,0.00645,0.00128,0.00161
2013-10-08,35.281,55.14,958.9,37.777,3.497,21.6,1904.0,1318.0,3.555,44.35,283.8,1200.0,4.055,0.6899,0.0973,5.74,151.97,504.9,4816.0,0.5419,0.01066,5.589,20.451,57.86,88.76,2112.0,5685.0,1727.0,3.06,12.0,553.0,8.097,8720.0,0.23,16.94,0.07957,0.076,0.08302,0.03073,,0.03319,1.0284,1.1898,141.99,104.0,52.54,329.97,273.46,25.0,20.45,53.6,3.4944,393.8,0.2689,983.6,63.8,905.1,55.99,32.48,6.891,264.0,100.0,106.08,71.84,9.94,102.11,77.73,5.33,145.59,28.64,23.6,0.1135,700.0,215.18,114.0,0.00661,0.00127,0.00161
2013-10-09,35.335,55.0,971.0,37.0,3.494,21.58,1904.0,1329.8,3.502,44.4,282.5,1200.0,3.934,0.707,0.0955,5.73,151.29,505.0,4827.0,0.5449,0.01025,5.451,20.182,56.12,89.45,2111.6,5680.0,1720.0,3.007,11.811,564.3,8.016,8698.6,0.2235,16.61,0.0744,0.07918,0.07792,0.02997,0.0342,0.03295,1.02,1.191,143.0,102.4,52.03,328.9,272.75,25.0,20.5,53.9,3.499,391.89,0.2663,998.5,64.3,901.4,56.0,32.07,6.649,262.98,100.0,104.44,71.85,9.93,101.48,77.6,5.325,146.13,28.695,23.745,0.1136,710.0,214.33,114.3,0.00672,0.00122,0.0016
2013-10-10,35.3,55.17,985.2,36.88,3.497,21.4,1899.9,1349.0,3.598,45.69,287.0,,4.058,0.6999,0.09576,5.74,153.11,500.2,4826.0,0.5579,0.01039,5.568,20.0,58.76,87.73,2120.0,5710.0,1710.1,3.054,11.998,569.7,8.091,8666.2,0.2279,16.48,0.0749,0.07898,0.07796,0.03037,0.03368,0.0333,1.0159,1.2001,141.91,104.3,51.9,333.73,275.0,25.06,20.79,54.19,3.5999,407.89,0.273,1023.0,63.35,897.1,56.0,31.96,6.37,265.0,100.0,105.0,72.33,9.92,103.43,78.8,5.424,145.65,29.119,24.248,0.1132,722.2,218.44,114.5,0.00677,0.00121,0.0016
2013-10-11,35.5,55.05,978.8,34.75,3.496,21.19,1905.0,1350.0,3.53,46.24,286.5,1184.0,4.169,0.7199,0.09737,5.75,153.22,507.4,4840.0,0.552,0.01029,5.505,20.401,58.48,88.07,2119.0,5730.0,1726.5,3.038,12.025,567.9,8.118,8539.9,0.2345,16.28,0.07525,0.07872,0.07583,0.03048,0.03417,0.03389,1.0145,1.2007,139.0,103.9,52.7,336.21,277.26,25.01,20.4,54.06,3.433,406.1,0.2756,1020.0,63.2,887.4,55.06,31.72,6.298,265.09,100.0,105.39,72.14,9.95,102.87,78.61,5.0,147.07,28.996,24.39,0.1142,735.6,217.81,114.55,0.00684,0.00117,0.00159
2013-10-14,35.5,55.29,977.7,34.823,3.454,20.7,1905.0,1358.0,3.525,46.27,285.8,1164.0,3.933,0.6455,0.09757,5.799,152.71,500.5,4865.0,0.5551,0.01025,5.544,19.98,57.72,86.71,2107.0,5717.9,1729.0,3.004,12.0,577.2,8.062,8360.0,0.2437,15.9,0.0758,,0.07648,0.03025,0.03384,0.03398,0.9999,1.1995,138.98,104.7,52.0,336.8,275.96,25.198,20.35,54.47,3.3,399.8,0.2706,1038.3,62.99,895.2,57.36,31.82,6.38,265.02,100.1,104.87,72.0,9.99,102.93,78.6,4.997,147.09,29.0,24.741,0.1133,742.0,218.83,114.51,0.00683,0.00117,0.0016
2013-10-15,36.488,55.2,979.0,35.0,3.492,20.5,1903.0,1372.0,3.49,46.82,293.9,1159.0,4.0,0.6501,0.0977,5.81,156.3,511.8,4969.0,0.5579,0.01033,5.71,19.979,57.93,87.05,2136.0,5700.2,1715.2,3.005,11.999,599.3,8.164,8452.1,0.24,15.78,0.07548,0.0772,0.07739,0.03025,0.03376,0.03371,0.996,1.2015,138.6,107.4,52.0,344.8,277.99,25.197,20.255,56.89,3.35,400.1,0.2704,1037.8,63.0,895.9,56.0,32.29,6.3,265.5,100.0,106.91,71.99,9.97,104.55,79.88,4.987,149.11,29.674,24.97,0.1127,754.0,221.99,119.25,0.0068,0.00116,0.00159
2013-10-16,36.4,55.29,970.7,34.999,3.494,20.59,1904.0,1369.8,3.694,46.51,298.9,1143.0,3.855,0.6537,0.10031,5.792,157.88,519.0,4907.0,0.5533,0.01055,5.58,19.6,57.24,86.04,2125.1,5703.0,1719.4,3.015,11.825,615.0,8.325,8333.0,0.241,15.89,0.07499,,0.07674,0.03033,0.0345,0.0341,0.9701,1.277,136.79,107.5,51.99,351.5,284.0,25.005,20.239,56.48,3.4798,401.48,0.2668,1033.9,61.98,890.0,55.73,32.2,6.26,261.02,100.8,107.5,72.08,9.81,104.05,79.99,4.928,148.53,29.697,25.004,0.1131,760.0,220.38,116.6,0.00679,0.00115,0.00156
2013-10-17,35.299,55.31,964.5,35.1,3.457,20.3,1898.0,1365.0,3.675,45.84,292.8,1198.0,3.989,0.6345,0.09932,5.695,154.99,511.0,4827.0,0.5435,0.01053,5.683,19.8,57.7,86.04,2092.3,5700.0,1727.8,2.999,11.901,606.0,8.244,8323.3,0.2439,16.03,0.0769,,0.07731,0.03065,0.03304,0.03319,0.9879,1.277,136.38,105.3,51.4,343.0,279.12,,20.2,56.27,3.3686,395.97,0.268,1011.1,62.04,894.8,55.99,31.89,6.37,256.87,101.6,108.29,71.91,9.88,103.33,79.4,4.88,147.25,29.088,24.279,0.1124,756.0,219.6,115.51,0.0068,0.00116,0.00159
2013-10-18,35.601,55.41,967.3,35.244,3.443,19.6,1905.2,1385.0,3.631,45.91,293.5,1180.0,3.9,0.6502,0.09998,5.665,157.1,520.4,4852.0,0.563,0.01048,5.746,19.789,57.72,83.56,2122.1,5727.0,1736.9,2.98,12.0,625.0,8.352,8386.0,0.2459,16.23,0.07563,0.07664,0.0783,0.03021,0.0332,0.033,0.9738,1.2881,138.3,106.3,51.26,348.5,280.5,25.3,20.175,56.85,3.55,406.63,0.2696,1013.9,62.5,888.0,55.77,31.99,6.3,260.96,,108.68,71.9,9.9,105.14,81.15,4.825,147.44,29.45,24.77,0.1146,774.5,222.96,117.2,0.00683,0.00116,0.00158
2013-10-21,35.5,55.5,966.8,35.003,3.446,19.74,1897.6,1399.0,3.673,45.3,291.2,1174.0,4.0,0.6911,0.1028,5.6,156.05,500.0,4852.0,0.5708,0.01056,5.852,19.994,57.8,,2117.6,5751.0,1730.5,2.992,11.995,601.0,8.35,8480.3,0.2465,16.19,0.076,0.077,0.07884,0.03064,0.03399,0.03398,0.9789,1.2604,137.01,105.7,51.29,341.0,280.27,25.201,20.205,56.84,3.49,409.39,0.2738,1006.1,63.0,889.2,55.92,32.0,6.5,259.59,101.8,108.22,72.06,9.85,105.43,82.33,4.947,147.16,29.579,24.855,0.1142,775.0,221.51,116.46,0.00684,0.00114,0.0016
2013-10-22,35.549,55.68,951.0,34.96,3.499,19.7,1899.0,1405.0,3.655,45.69,291.9,1151.0,3.95,0.6536,0.10208,5.41,154.0,499.0,4867.0,0.5621,0.01062,5.9,19.8,60.01,86.37,2108.0,5720.0,1738.9,2.988,11.95,603.0,8.379,8547.0,0.2439,15.96,0.07791,0.07556,0.078,0.03077,0.03434,0.03464,0.9544,1.2731,136.37,104.3,50.81,345.39,282.0,25.2,20.043,57.2,3.47,407.25,0.2732,1000.0,63.5,883.8,55.0,31.86,6.48,260.01,101.3,107.74,71.94,9.9,105.4,82.67,4.856,147.75,29.411,24.515,0.1137,764.0,220.58,117.21,0.00682,0.00113,0.0016
2013-10-23,35.0,56.05,932.1,34.85,3.493,19.35,1906.0,1400.0,3.6,46.0,286.3,1170.0,3.95,0.6454,0.0993,5.35,150.25,503.8,4939.0,0.5539,0.01033,5.75,19.579,59.74,86.04,2087.5,5730.0,1738.0,2.952,11.8,595.8,8.3,8570.0,0.2435,15.88,0.07697,0.07787,0.07745,0.03018,0.0344,0.03371,0.928,1.2555,136.0,103.4,50.0,338.5,282.44,25.2,20.145,55.99,3.4759,405.0,0.2655,983.0,63.21,886.0,55.36,31.25,6.51,254.46,101.0,106.0,71.94,9.85,103.29,80.84,4.83,144.02,28.853,24.11,0.1104,774.9,216.7,115.3,0.00679,0.00112,0.00156
2013-10-24,35.418,57.14,926.8,34.9,3.411,18.35,1905.0,1418.3,3.595,46.98,283.0,1150.0,3.856,0.6311,0.09863,5.479,150.5,504.8,4950.0,0.5471,0.01018,5.792,19.843,59.07,85.7,2071.1,5700.0,1721.0,3.014,11.924,592.6,8.22,8447.7,0.2395,15.56,0.07423,0.078,0.07674,0.03019,0.0345,0.0338,0.9243,1.265,136.31,103.9,50.23,339.21,283.3,25.25,20.149,55.49,3.5201,407.05,0.2588,970.7,63.14,876.6,54.48,31.07,6.674,251.5,100.0,111.16,72.15,9.69,102.86,80.58,4.865,144.14,28.46,23.865,0.1101,779.7,212.86,115.4,0.0068,0.00111,0.00156
2013-10-25,35.072,57.02,927.5,34.95,,18.0,1905.0,1414.6,3.583,48.1,281.9,1160.0,3.877,0.6403,0.09892,5.429,150.08,,5060.0,0.5423,0.00973,5.727,19.7,56.7,,2094.0,5700.0,1711.0,2.989,11.799,592.0,8.161,8312.3,0.2402,15.55,0.07476,,0.07644,0.0295,0.03461,0.03384,0.9135,1.271,136.5,104.2,49.43,336.39,282.35,25.1,20.25,54.83,3.52,413.6,0.2539,964.1,62.47,870.0,53.99,30.78,6.8,252.2,100.3,115.05,73.04,9.85,102.99,81.34,4.669,145.37,28.388,23.81,0.1046,788.6,214.13,115.41,0.00675,0.00112,0.00155
2013-10-28,35.11,57.18,931.7,35.25,3.426,18.15,1904.1,1419.6,3.61,47.9,282.5,1140.0,3.9,0.6306,0.09942,5.543,150.33,510.0,5103.0,0.5579,0.0096,5.7,18.988,57.3,,2097.9,5714.0,1715.0,2.98,11.78,601.7,8.145,8510.7,0.2329,15.4,0.0702,0.07602,0.0671,0.0295,0.03381,0.0329,0.919,1.275,136.56,104.2,49.45,337.8,282.9,25.15,20.229,55.11,3.5238,415.87,0.254,960.2,63.45,876.5,54.54,31.04,6.708,253.84,100.8,117.1,72.51,9.86,102.84,81.6,4.625,146.35,28.352,23.811,0.1081,796.8,216.49,116.51,0.00671,0.00112,0.00156
2013-10-29,36.058,57.6,948.4,36.153,3.426,17.58,1940.0,1490.0,3.575,47.85,285.0,,3.96,0.635,0.09855,5.5,150.92,510.0,5040.0,0.5543,0.00947,5.6,19.15,56.5,85.7,2107.2,5747.8,1706.0,2.981,11.74,600.9,8.127,8599.0,0.231,15.89,0.0705,0.078,0.065,0.02994,0.03347,0.03289,0.9169,1.265,136.92,103.9,49.08,341.54,283.9,25.201,20.171,55.04,3.575,415.94,0.2526,960.0,63.11,866.1,53.69,30.9,6.617,253.61,100.0,117.82,72.42,9.88,102.8,82.68,4.8,145.41,28.33,23.93,0.1098,784.4,217.0,116.5,0.00674,0.00112,0.00156
2013-10-30,36.1,56.89,958.3,37.4,3.303,17.72,1936.1,1471.0,3.6,48.0,283.0,,,0.6545,0.09903,5.489,150.89,496.0,5025.0,0.5574,0.00954,5.51,18.7,55.68,86.0,2089.9,5744.9,1719.3,2.987,11.77,602.8,8.157,8700.0,0.2374,16.5,0.07125,0.07807,0.065,0.02888,0.0338,0.03248,0.926,1.2689,136.0,104.5,48.99,339.97,283.94,25.202,20.158,56.06,3.5399,413.0,0.257,964.1,63.34,860.5,55.1,30.88,6.4,250.0,100.8,117.34,72.6,9.9,103.11,82.54,4.86,145.9,28.665,23.969,0.1042,777.2,219.83,117.5,0.0067,0.00114,0.00158
2013-10-31,35.75,57.4,964.0,36.219,3.339,17.59,1935.0,1475.0,3.515,47.46,280.5,1173.0,3.6,0.674,0.09832,5.49,150.4,530.0,4856.0,0.5636,0.00936,5.697,18.501,54.99,84.0,2102.4,5710.0,1700.0,2.85,11.65,585.3,7.925,8651.1,0.2339,16.54,0.07,0.078,0.063,0.02779,0.03271,0.032,0.918,1.2648,135.45,104.2,48.93,340.0,273.99,25.35,20.072,54.96,3.4911,410.95,0.2516,970.0,63.04,851.2,54.0,30.67,6.299,254.0,101.6,117.42,73.16,9.93,102.74,82.98,4.917,145.02,28.189,23.851,0.1039,770.0,220.54,118.0,0.00645,0.00105,0.00155
2013-11-01,36.8,57.38,970.0,35.951,3.327,18.3,1783.6,1283.0,3.543,47.35,281.5,1170.0,3.675,0.636,0.09771,5.46,150.44,532.2,4920.0,0.5588,0.00933,5.895,19.299,54.32,79.97,2112.0,5734.9,1704.0,2.88,11.8,581.6,7.914,8740.0,0.2367,15.65,0.06981,0.078,0.06276,0.02743,0.03246,0.03269,0.9251,1.262,136.27,103.0,47.99,338.4,276.2,25.206,20.13,55.18,3.4106,416.9,0.2508,986.5,63.93,850.0,54.05,30.49,6.35,251.98,103.2,117.1,75.6,9.9,103.65,83.61,4.947,145.93,28.75,23.7,0.1043,765.1,220.7,118.87,0.00634,0.00107,0.0016
2013-11-05,37.2,56.85,978.0,35.2,3.328,19.1,1778.4,1258.1,3.545,46.96,284.1,1208.0,3.799,0.625,0.0957,5.346,148.68,542.7,4911.0,0.555,0.00926,5.696,19.472,53.98,79.62,2093.9,5720.0,1712.0,2.88,11.775,582.8,7.986,8715.0,0.2397,15.68,0.0695,0.078,0.0633,0.02753,0.0324,0.03199,0.9294,1.2291,135.0,104.3,47.54,335.27,279.45,25.4,20.15,55.05,3.35,414.03,0.244,969.8,63.0,855.0,55.29,30.49,6.383,249.33,104.5,116.7,76.99,9.97,102.47,82.09,4.833,145.84,28.87,24.194,0.1047,756.2,219.18,118.57,0.00631,0.00106,0.0016
2013-11-06,37.6,57.4,981.0,36.0,3.233,20.19,1791.8,1246.7,3.508,46.15,282.7,1187.0,3.794,0.628,0.09481,5.34,147.26,528.3,4867.0,0.551,0.00908,5.763,19.272,53.18,78.0,2087.4,5710.6,1705.1,2.83,11.8,580.0,8.0,8678.9,0.2404,15.79,0.06911,0.078,0.0629,0.02719,0.03295,0.03199,0.9185,1.2048,133.18,103.6,47.37,329.53,279.33,25.1,20.025,54.29,3.3301,411.99,0.245,951.5,62.52,853.4,55.9,30.47,6.3,249.0,103.5,116.75,77.7,9.88,102.59,83.22,4.874,146.75,28.801,24.17,0.1049,740.0,218.5,118.31,0.00609,0.00107,0.00158
2013-11-07,37.69,58.45,994.9,36.1,3.233,20.9,1798.0,1231.0,3.54,46.4,292.5,1070.0,3.799,0.6392,0.09565,5.27,150.32,535.0,4874.0,0.557,0.00889,5.6,19.288,53.18,77.99,2093.0,5730.0,1717.0,2.85,11.801,585.3,8.062,8752.0,0.2402,15.76,0.0695,0.07597,0.063,0.02667,0.0341,0.03199,0.9077,1.2202,137.47,103.4,47.45,330.09,281.0,25.101,20.008,54.89,3.3964,413.33,0.2434,959.8,62.8,855.3,57.0,30.49,6.293,248.75,103.0,117.03,77.29,9.9,103.55,83.55,4.6,148.28,28.764,23.945,0.1048,740.0,219.17,118.8,0.00609,0.00105,0.00155
2013-11-08,37.138,57.1,994.2,36.1,3.2,20.4,1791.0,1227.0,3.427,46.14,286.1,1011.0,3.601,0.6622,0.09369,5.111,147.55,544.9,4845.0,0.5543,0.00841,5.627,19.286,52.06,78.0,2064.1,5717.9,1723.0,2.799,11.811,550.0,7.997,8602.7,0.235,15.25,0.0689,0.077,0.06319,0.02631,0.03414,0.03149,0.9005,1.202,138.0,100.6,46.05,328.69,279.97,25.11,20.001,53.26,3.335,404.05,0.237,953.1,62.55,863.3,57.0,29.82,6.278,245.92,102.3,116.79,76.49,9.88,101.86,82.94,4.539,148.25,28.401,23.75,,730.6,214.28,117.8,0.00603,0.00105,0.00155
2013-11-11,37.637,57.47,994.7,36.14,3.23,20.71,1799.0,1229.0,3.308,46.69,284.8,1020.0,3.551,0.6473,0.09126,5.15,144.82,541.6,4882.0,0.5535,0.00827,5.463,19.55,53.5,78.0,2059.6,5664.0,1704.0,2.759,11.617,546.5,8.026,8644.3,0.231,15.35,0.069,0.078,0.06697,0.0255,0.0337,0.03168,0.8983,1.2402,138.1,99.6,46.1,326.0,280.98,25.244,20.011,53.19,3.3005,408.14,0.236,963.3,62.6,869.0,56.0,29.5,6.293,244.0,102.8,116.05,75.4,9.91,101.77,82.36,4.499,149.0,28.185,23.52,0.1023,732.0,211.1,117.12,0.006,0.00103,0.00159
2013-11-12,37.95,57.88,1004.5,35.712,3.225,20.6,1874.9,1248.9,3.149,46.25,286.6,1005.0,3.732,0.63,0.0872,5.073,146.51,537.4,4870.0,0.5549,0.00854,5.612,19.16,53.98,78.0,2079.0,5708.0,1695.0,2.74,11.65,560.1,8.018,8770.0,0.2245,15.23,0.06873,0.07777,0.06697,0.0249,0.03365,0.03067,0.8824,1.219,143.76,96.0,45.3,326.09,280.65,25.201,20.0,53.25,3.356,416.0,0.2267,977.0,62.6,857.1,57.47,29.06,6.251,247.54,,117.79,77.01,9.84,104.25,83.05,4.192,148.5,28.364,23.705,0.1019,733.5,211.89,118.17,0.00608,0.00102,0.00155
2013-11-13,37.554,57.83,973.8,34.753,3.194,18.23,1815.0,1218.0,2.92,45.78,268.0,862.0,3.697,0.63,0.07709,5.0,143.03,535.0,4780.0,0.549,0.00797,5.335,19.48,52.7,78.0,2048.5,5682.5,1650.0,2.672,11.561,550.5,7.553,8510.0,0.2021,14.0,0.06547,0.07747,0.06249,0.02376,0.03215,0.029,0.844,1.1279,138.9,56.3,34.75,318.0,278.38,25.539,20.0,50.25,3.2966,410.61,0.2052,960.1,62.02,841.7,57.0,26.49,6.298,244.35,100.0,117.85,78.99,9.51,101.81,82.68,3.979,147.36,27.707,23.237,0.1019,731.0,208.0,114.8,0.00588,0.0009,0.00152
